MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,PreviousQualificationGrade,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Status
Single,1st Phase - General Contingent,5,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",127,Yes,0,0,1,Female,No,18,No,0,7,10,7,12,0,0,8,15,7,12,0,15,2,-4,Dropout
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,138,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,132,Yes,0,0,1,Female,Yes,19,No,0,8,8,7,14,0,0,8,8,7,14,0,10,1,1,Graduate
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,124,No,0,0,1,Female,No,19,No,0,8,8,7,14,0,0,8,8,7,14,0,12,3,-1,Enrolled
Single,1st Phase - General Contingent,3,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,142,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",131,Yes,0,0,1,Female,No,18,No,0,8,8,7,14,0,0,8,8,7,14,0,10,1,1,Graduate
Single,Holders of Other Higher Courses,1,Management (evening attendance),Evening,Higher Education - Degree (1st Cycle),120,Portuguese,Higher Education - Master (2nd cycle),Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120,No,0,0,1,Female,No,27,No,0,5,5,5,15,0,0,5,6,5,14,0,11,0,2,Enrolled
Single,1st Phase - General Contingent,3,Oral Hygiene,Daytime,Secondary Education - 12th Year of Schooling or Eq.,122,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Armed Forces Professions,113,Yes,0,0,1,Female,Yes,20,No,0,7,7,7,13,0,0,8,8,8,15,0,12,0,1,Graduate
Single,1st Phase - General Contingent,2,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,121,Yes,0,0,1,Female,No,20,No,0,6,6,6,13,0,0,6,6,0,0,0,12,3,-1,Dropout
Single,1st Phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,118,Yes,0,0,1,Female,No,20,No,0,5,11,5,12,2,0,5,7,5,12,0,9,0,-3,Graduate
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Legislative Power and Executive Bodies,Administrative staff,118,No,0,0,1,Female,No,19,No,0,5,6,5,13,0,0,5,6,5,13,0,16,0,0,Graduate
Single,1st Phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,129,No,0,0,1,Female,No,20,No,0,5,7,4,11,0,0,5,9,2,10,0,7,2,0,Enrolled
Single,Change of Course,3,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,143,Yes,0,0,1,Female,Yes,20,No,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,Graduate
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,136,Portuguese,Higher Education - Degree,Higher Education - Degree,Legislative Power and Executive Bodies,Specialists in Intellectual and Scientific Activities,152,Yes,0,0,1,Female,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,Enrolled
Single,Short Cycle Diploma Holders,1,Veterinary Nursing,Daytime,Professional Higher Technical Course,160,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",155,Yes,0,0,1,Female,No,27,No,7,12,17,11,14,0,4,9,10,7,14,0,8,1,3,Graduate
Single,1st Phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,157,Portuguese,Higher Education - Degree,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,153,Yes,0,0,1,Female,No,18,No,0,6,7,6,16,0,0,6,6,6,15,0,13,0,0,Graduate
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,137,No,0,0,1,Female,No,18,No,0,7,10,7,15,0,0,8,8,8,15,0,15,2,-4,Graduate
Single,2nd Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,148,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",143,No,0,0,1,Female,Yes,18,No,0,7,7,7,13,0,0,8,8,8,15,0,13,0,0,Graduate
Single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Legislative Power and Executive Bodies,123,No,0,0,1,Female,No,20,No,0,5,8,5,14,2,0,5,6,4,11,2,9,0,-3,Graduate
Single,1st Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,138,Yes,0,0,1,Female,No,19,No,0,6,7,6,14,0,0,6,7,5,15,0,11,0,2,Enrolled
Single,2nd Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,158,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140,No,0,0,1,Female,Yes,20,No,0,6,9,6,11,0,0,6,6,6,12,0,10,1,1,Graduate
Single,1st Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,145,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Legislative Power and Executive Bodies,"Personal Services, Security and Safety Workers and Sellers",130,Yes,0,0,1,Female,No,18,No,0,8,8,8,13,0,0,8,8,8,13,0,9,0,-3,Graduate
Single,Technological Specialization Diploma Holders,1,Communication Design,Daytime,Technological Specialization Course,100,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",104,No,0,1,0,Female,No,22,No,2,7,9,5,11,0,5,9,9,5,10,0,12,0,1,Dropout
Single,2nd Phase - General Contingent,1,Social Service (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,136,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,132,No,0,1,1,Female,Yes,22,No,1,6,7,4,12,0,1,6,8,5,13,0,13,0,0,Graduate
Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Specialists in Intellectual and Scientific Activities,127,No,0,0,1,Female,No,25,No,0,5,12,4,12,0,0,5,10,4,11,0,13,0,0,Enrolled
Single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,148,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,136,No,0,0,1,Female,No,19,No,0,6,13,6,15,0,0,6,9,6,14,0,15,2,-4,Graduate
Single,Technological Specialization Diploma Holders,1,Equinculture,Daytime,Technological Specialization Course,130,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Legislative Power and Executive Bodies,130,Yes,0,0,0,Female,No,21,No,1,6,12,5,13,0,0,6,10,4,12,0,16,0,0,Dropout
Single,Over 23 Years Old,1,Nursing,Daytime,Higher Education - Degree (1st Cycle),130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,190,Yes,0,0,1,Female,No,27,No,1,7,7,7,14,0,1,8,9,8,14,0,16,0,0,Graduate
Single,2nd Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,136,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Unskilled Workers,128,Yes,0,0,1,Female,No,18,No,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0,Graduate
Single,2nd Phase - General Contingent,3,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,126,No,0,0,0,Female,No,18,No,0,5,5,5,10,0,0,6,13,0,0,0,10,1,1,Dropout
Single,2nd Phase - General Contingent,1,Oral Hygiene,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Higher Education - Degree,Higher Education - Degree,Legislative Power and Executive Bodies,"Skilled Workers in Industry, Construction and Craftsmen",131,Yes,0,0,1,Male,No,19,No,0,7,0,0,0,0,0,7,0,0,0,0,11,0,2,Dropout
Facto Union,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,110,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,119,No,0,0,1,Male,Yes,35,No,0,5,10,4,10,0,0,5,6,5,12,0,8,1,3,Graduate
Single,2nd Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Can read without having a 4th year of schooling,Administrative staff,Other Situation,127,No,0,0,1,Male,No,23,No,0,5,6,4,14,0,0,5,6,5,13,0,7,2,0,Graduate
Single,Over 23 Years Old,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,100,No,0,0,1,Male,No,28,No,0,7,11,3,11,1,0,7,17,0,0,0,16,0,0,Dropout
Single,1st Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,128,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",124,Yes,0,0,1,Male,No,19,No,0,5,10,3,10,0,0,5,9,2,14,2,7,2,0,Enrolled
Single,1st Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,117,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,109,No,0,0,1,Male,No,19,No,0,6,11,4,12,0,0,6,10,3,12,0,7,2,0,Enrolled
Single,1st Phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,117,Yes,0,1,1,Male,No,20,No,0,5,5,4,12,0,0,5,6,5,11,0,9,0,-3,Dropout
Single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,124,Yes,0,0,1,Male,No,21,No,0,5,7,3,11,0,0,5,5,4,12,0,7,2,0,Dropout
Single,2nd Phase - General Contingent,3,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,128,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124,Yes,0,0,1,Male,No,18,No,0,6,6,6,14,0,0,6,8,5,13,0,10,1,1,Graduate
Single,1st Phase - General Contingent,5,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,140,Yes,0,0,1,Male,No,22,No,0,6,6,6,14,0,0,6,6,6,15,0,9,0,-3,Graduate
Single,2nd Phase - General Contingent,3,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,121,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,111,Yes,0,0,1,Male,No,21,No,0,5,11,0,0,0,0,5,10,5,12,1,10,1,1,Graduate
Single,Holders of Other Higher Courses,1,Oral Hygiene,Daytime,Higher Education - Degree,140,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,140,No,0,1,0,Male,No,38,No,0,7,8,3,12,0,0,5,5,0,0,0,13,0,0,Dropout
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,121,Yes,0,0,1,Male,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Enrolled
Single,Change of Course,4,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,136,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,123,Yes,0,0,1,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,Dropout
Single,Holders of Other Higher Courses,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Unknown,Unknown,Student,Student,134,No,0,0,1,Male,No,24,No,0,5,0,0,0,0,0,5,0,0,0,0,7,2,0,Dropout
Single,3rd Phase - General Contingent,3,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,142,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",130,Yes,0,0,0,Male,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,12,3,-1,Dropout
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130,Yes,0,0,1,Male,Yes,19,No,0,7,7,7,13,0,0,8,9,8,14,0,16,0,0,Graduate
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Armed Forces Professions,123,No,0,0,1,Male,No,19,No,0,5,7,5,11,0,0,5,8,4,12,2,16,0,0,Enrolled
Single,Over 23 Years Old,1,Informatics Engineering,Daytime,Higher Education - Degree,130,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Armed Forces Professions,147,No,0,0,1,Male,No,31,No,0,5,0,0,0,0,0,5,0,0,0,0,10,1,1,Dropout
Single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,113,Yes,0,0,1,Male,Yes,19,No,0,6,6,6,13,0,0,6,7,6,13,0,8,1,3,Graduate
Single,2nd Phase - General Contingent,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",133,Yes,0,0,1,Male,No,22,No,0,6,7,5,11,0,0,6,6,6,12,0,7,2,0,Graduate
Single,Over 23 Years Old,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Unknown,Secondary Education - 12th Year of Schooling or Eq.,Student,Specialists in Intellectual and Scientific Activities,128,No,0,0,1,Male,No,25,No,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,168,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",161,Yes,0,0,1,Male,No,18,No,0,7,7,7,16,0,0,8,9,0,0,0,16,0,0,Dropout
Single,Holders of Other Higher Courses,1,Nursing,Daytime,Higher Education - Degree,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,Other Situation,130,Yes,0,0,1,Male,No,30,No,0,8,8,0,0,8,0,8,8,0,0,8,9,0,-3,Dropout
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,156,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,156,No,0,0,1,Male,Yes,18,No,0,8,8,8,15,0,0,8,8,8,15,0,9,0,-3,Graduate
Single,1st Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,137,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",129,Yes,0,0,1,Male,No,18,No,0,6,6,6,13,0,0,6,6,6,14,0,12,3,-1,Graduate
